order_id,invoice_date,expected_amount,customer_name,customer_reference,expected_settlement_date,tax_amount,currency,status
ORD0037,2026-07-13,18832.3,Barad-Singhal,REF02563421,2026-07-15,2872.72,INR,settled
ORD0008,2026-07-15,64007.53,Loyal-Bhatti,REF48350305,2026-07-16,9763.86,INR,settled
ORD0063,2026-07-23,5269.74,"Dua, Saran and Goda",REF69453147,2026-07-25,803.85,INR,settled
ORD0009,2026-07-21,32760.67,Dewan-Koshy,REF39537672,2026-07-23,4997.39,INR,settled
ORD0085,2026-07-26,3954.27,"Dutt, Mukhopadhyay and Atwal",REF24771093,2026-07-27,603.19,USD,settled
ORD0010,2026-07-08,13886.87,Devi PLC,REF88496965,2026-07-10,2118.33,INR,settled
ORD0040,2026-07-21,16146.89,"Murthy, Sarin and Vaidya",REF29401965,2026-07-22,2463.08,INR,settled
ORD0066,2026-07-03,46919.23,"Swaminathan, Sem and Badal",REF31367837,2026-07-05,7157.17,INR,settled
ORD0013,2026-07-06,64162.05,"Cherian, Misra and Tripathi",REF46270482,2026-07-08,9787.43,INR,settled
ORD0016,2026-07-19,36172.81,"Sampath, Kakar and Zacharia",REF82278248,2026-07-21,5517.88,INR,settled
ORD0062,2026-07-04,6908.85,Issac-Borra,REF50671657,2026-07-05,1053.89,INR,settled
ORD0068,2026-07-18,2122.3,Dara Ltd,REF68557444,2026-07-20,323.74,INR,settled
ORD0003,2026-07-01,37181.36,Kale LLC,REF79402654,2026-07-02,5671.73,INR,settled
ORD0056,2026-07-20,18135.91,Nayar-Ravel,REF20465375,2026-07-21,2766.49,INR,settled
ORD0050,2026-07-11,8085.35,Brahmbhatt-Mangal,REF74348734,2026-07-12,1233.35,INR,settled
ORD0005,2026-07-26,27286.38,Boase Inc,REF16184959,2026-07-27,4162.32,INR,settled
ORD0070,2026-07-14,7517.71,"Walla, Date and Mahal",REF13435240,2026-07-16,1146.76,INR,settled
ORD0015,2026-07-26,67804.28,Sunder Inc,REF15430391,2026-07-28,10343.02,INR,settled
ORD0023,2026-07-14,76622.2,Sunder-Srivastava,REF81080132,2026-07-15,11688.13,INR,settled
ORD0082,2026-07-23,21855.34,Rattan-Bansal,REF65512567,2026-07-25,3333.86,INR,settled
ORD0035,2026-07-26,32445.48,Parmar and Sons,REF98262045,2026-07-28,4949.31,INR,settled
ORD0048,2026-07-22,49414.67,Shetty Ltd,REF28708317,2026-07-25,7537.83,INR,settled
ORD0002,2026-07-05,15085.91,Saini and Sons,REF01338908,2026-07-06,2301.24,INR,settled
ORD0031,2026-07-11,39106.84,Lalla Inc,REF84980841,2026-07-12,5965.45,INR,settled
ORD0081,2026-07-20,21408.65,Singhal LLC,REF78742967,2026-07-22,3265.72,INR,settled
ORD0033,2026-07-11,40430.55,De-Lala,REF74016400,2026-07-12,6167.37,INR,settled
ORD0054,2026-07-06,15754.3,Kala Inc,REF93734670,2026-07-08,2403.19,INR,settled
ORD0036,2026-07-14,78853.73,Goel Group,REF31586923,2026-07-16,12028.53,INR,settled
ORD0074,2026-07-13,79468.68,"Sanghvi, Mody and Bhasin",REF99386774,2026-07-14,12122.34,INR,settled
ORD0044,2026-07-02,53114.15,Sathe-Kala,REF44369957,2026-07-03,8102.15,INR,settled
ORD0083,2026-07-18,51481.75,Shere Group,REF71545168,2026-07-19,7853.14,INR,settled
ORD0059,2026-07-22,3816.28,"Zacharia, Ben and Palla",REF37452991,2026-07-23,582.14,INR,settled
ORD0028,2026-07-05,28203.7,Randhawa-Deep,REF99854353,2026-07-07,4302.25,INR,settled
ORD0042,2026-07-06,861.61,Rege-Narain,REF61595148,2026-07-08,131.43,INR,settled
ORD0049,2026-07-08,24281.36,"Sehgal, Dutt and Soman",REF88957986,2026-07-10,3703.93,INR,settled
ORD0034,2026-07-07,79801.03,"Dixit, Banik and Pingle",REF27868011,2026-07-08,12173.03,INR,settled
ORD0007,2026-07-04,58206.19,Shere Group,REF53419283,2026-07-06,8878.91,INR,settled
ORD0024,2026-07-21,33871.74,Mangal-Sampath,REF36026064,2026-07-23,5166.87,INR,settled
ORD0060,2026-07-22,6546.25,"Zacharia, Ben and Palla",REF24190496,2026-07-23,998.58,INR,settled
ORD0018,2026-07-24,67508.28,Bhargava and Sons,REF50983930,2026-07-26,10297.87,INR,settled
ORD0055,2026-07-20,15006.1,Nayar-Ravel,REF69901627,2026-07-21,2289.06,INR,settled
ORD0011,2026-07-13,76569.62,Rajan Group,REF71012269,2026-07-15,11680.11,INR,settled
ORD0086,2026-07-03,4027.38,Manne-Upadhyay,REF86131712,2026-07-04,614.34,USD,settled
ORD0073,2026-07-14,42135.55,Saha PLC,REF90229413,2026-07-16,6427.45,INR,settled
ORD0076,2026-07-09,47329.4,Mandal-Setty,REF06797403,2026-07-10,7219.73,INR,settled
ORD0051,2026-07-17,24246.62,Rajagopal Ltd,REF34558122,2026-07-18,3698.63,INR,settled
ORD0004,2026-07-07,37483.79,Sharaf PLC,REF11615594,2026-07-09,5717.86,INR,settled
ORD0069,2026-07-18,62444.16,Vohra-Mandal,REF35182337,2026-07-19,9525.38,INR,settled
ORD0080,2026-07-26,61606.22,"Luthra, Baria and Gill",REF94013990,2026-07-27,9397.55,INR,settled
