order_id,invoice_date,expected_amount,customer_name,customer_reference,expected_settlement_date,tax_amount,currency,status
ORD3042,2026-08-03,10300000,Delta Systems,REF3042,2026-08-05,1854000,INR,settled
ORD3043,2026-08-04,10450000,Omni Global,REF3043,2026-08-06,1881000,INR,settled
ORD3044,2026-08-05,10600000,Meridian Steel,REF3044,2026-08-07,1908000,INR,settled
ORD3045,2026-08-06,10750000,Everest Textiles,REF3045,2026-08-08,1935000,INR,settled
ORD3046,2026-08-07,10900000,Acme Corp,REF3046,2026-08-09,1962000,INR,settled
ORD3047,2026-08-08,11050000,Vortex Dynamics,REF3047,2026-08-10,1989000,INR,settled
ORD3048,2026-08-01,12000000,Pioneer Auto,REF3048,2026-08-05,2160000,INR,settled
ORD3049,2026-08-01,12000000,Raga Exports,REF3049,2026-08-05,2160000,INR,settled
ORD3050,2026-08-01,12000000,Global Tech,REF3050,2026-08-05,2160000,INR,settled
ORD3051,2026-08-01,12000000,Delta Systems,REF3051,2026-08-05,2160000,INR,settled
ORD3052,2026-08-01,12000000,Omni Global,REF3052,2026-08-05,2160000,INR,settled
ORD3053,2026-08-01,12000000,Meridian Steel,REF3053,2026-08-05,2160000,INR,settled
ORD3066,2026-07-05,18500000,Vortex Dynamics,REF3066,2026-07-15,3330000,INR,unsettled
ORD3067,2026-07-12,16500000,Vortex Dynamics,REF3067,2026-07-22,2970000,INR,unsettled
ORD3068,2026-07-20,14000000,Vortex Dynamics,REF3068,2026-07-30,2520000,INR,unsettled
ORD3069,2026-07-10,21000000,Omni Global,REF3069,2026-07-20,3780000,INR,unsettled
ORD3070,2026-07-18,19500000,Omni Global,REF3070,2026-07-28,3510000,INR,unsettled
ORD3071,2026-07-15,17500000,Delta Systems,REF3071,2026-07-25,3150000,INR,unsettled
ORD3072,2026-07-25,12500000,Delta Systems,REF3072,2026-08-04,2250000,INR,unsettled
ORD3073,2026-08-20,11000000,Acme Corp,REF3073,2026-09-02,1980000,INR,unsettled
ORD3074,2026-08-22,9500000,Raga Exports,REF3074,2026-09-05,1710000,INR,unsettled
ORD3075,2026-08-25,13000000,Pioneer Auto,REF3075,2026-09-08,2340000,INR,unsettled
